"txnId","contractId","date","amount","currency","txnType","merchantId","ApplicationID"
"T1867","K110","2023-09-17","389537.88","USD","Repayment","M153","APP010"
"T1868","K537","2024-12-18","7546.98","SGD","Drawdown","M121","APP010"
"T1869","K653","2024-06-29","249178.48","EUR","Payment","M186","APP004"
"T1870","K930","2023-11-19","458419.39","JPY","Repayment","M101","APP010"
"T1871","K377","2024-04-18","396249.19","GBP","Payment","M20","APP004"
"T1872","K319","2024-04-13","36385.43","USD","Drawdown","M28","APP010"
"T1873","K553","2023-08-15","113696.2","SGD","Interest","M88","APP003"
"T1874","K859","2023-01-21","293691.98","SGD","Repayment","M44","APP010"
"T1875","K835","2024-07-15","79681.37","GBP","Repayment","M19","APP010"
"T1876","K246","2023-12-17","138234.81","EUR","Interest","M20","APP003"
"T1877","K95","2023-07-18","466955.16","EUR","Repayment","M134","APP010"
"T1878","K549","2023-11-13","470393.19","USD","Drawdown","M162","APP010"
"T1879","K22","2024-08-27","396224.06","GBP","Interest","M102","APP003"
"T1880","K439","2023-12-05","483177.66","USD","Payment","M30","APP004"
"T1881","K765","2023-04-11","213831.48","USD","Payment","M50","APP004"
"T1882","K896","2023-02-13","260608.03","GBP","Drawdown","M100","APP010"
"T1883","K408","2024-11-18","304106.27","USD","Interest","M40","APP003"
"T1884","K702","2023-12-20","37267.03","GBP","Payment","M45","APP004"
"T1885","K787","2023-06-19","127759.43","EUR","Drawdown","M14","APP010"
"T1886","K838","2023-11-30","255028.83","GBP","Interest","M147","APP003"
"T1887","K112","2024-01-13","313562.77","SGD","Interest","M196","APP003"
"T1888","K575","2024-05-15","451306.51","JPY","Repayment","M135","APP010"
"T1889","K852","2023-07-24","145910.01","USD","Payment","M62","APP004"
"T1890","K312","2024-11-27","277710.83","JPY","Interest","M200","APP003"
"T1891","K199","2023-09-24","149921.69","SGD","Repayment","M105","APP010"
"T1892","K48","2023-06-14","117639.98","EUR","Payment","M14","APP004"
"T1893","K105","2024-06-02","185910.85","USD","Payment","M130","APP004"
"T1894","K378","2024-03-14","290840.97","USD","Drawdown","M74","APP010"
"T1895","K588","2023-05-22","467545.84","SGD","Drawdown","M150","APP010"
"T1896","K827","2023-05-09","202024.68","JPY","Interest","M197","APP003"
"T1897","K640","2024-03-20","404226.96","EUR","Interest","M23","APP003"
"T1898","K911","2024-02-10","148478.21","JPY","Drawdown","M149","APP010"
"T1899","K394","2024-05-09","476015.64","GBP","Repayment","M85","APP010"
"T1900","K579","2023-03-21","147909.34","JPY","Drawdown","M146","APP010"
"T1901","K634","2024-09-07","487452.02","GBP","Repayment","M49","APP010"
"T1902","K111","2023-05-24","419754.0","GBP","Drawdown","M200","APP010"
"T1903","K145","2024-08-25","484585.91","SGD","Payment","M105","APP004"
"T1904","K638","2024-06-27","12457.37","JPY","Interest","M40","APP003"
"T1905","K408","2024-05-12","59740.62","SGD","Payment","M165","APP004"
"T1906","K453","2023-05-16","374889.0","EUR","Repayment","M134","APP010"
"T1907","K622","2023-06-21","163563.27","JPY","Drawdown","M167","APP010"
"T1908","K250","2024-11-28","475082.61","GBP","Payment","M73","APP004"
"T1909","K848","2023-01-03","448728.15","SGD","Payment","M37","APP004"
"T1910","K924","2024-06-23","283567.65","SGD","Drawdown","M8","APP010"
"T1911","K563","2024-09-16","424636.89","GBP","Interest","M152","APP003"
"T1912","K782","2023-10-06","272705.71","GBP","Interest","M170","APP003"
"T1913","K273","2023-03-14","392016.82","SGD","Interest","M89","APP003"
"T1914","K417","2024-05-04","37329.28","GBP","Payment","M144","APP004"
"T1915","K494","2024-09-20","213550.95","GBP","Repayment","M136","APP010"
"T1916","K322","2024-03-19","169089.39","USD","Drawdown","M50","APP010"
"T1917","K796","2023-07-27","199936.58","GBP","Repayment","M151","APP010"
"T1918","K816","2024-08-23","156060.61","JPY","Drawdown","M161","APP010"
"T1919","K921","2023-02-01","427463.82","GBP","Interest","M193","APP003"
"T1920","K230","2023-01-01","4250.15","JPY","Interest","M154","APP003"
"T1921","K401","2024-12-05","442731.66","USD","Payment","M30","APP004"
"T1922","K854","2024-08-15","194206.53","GBP","Payment","M21","APP004"
"T1923","K685","2023-05-31","407342.56","EUR","Payment","M13","APP004"
"T1924","K969","2023-02-21","188220.53","USD","Drawdown","M21","APP010"
"T1925","K301","2024-05-04","303660.31","EUR","Payment","M117","APP004"
"T1926","K418","2024-08-23","89417.41","JPY","Repayment","M150","APP010"
"T1927","K973","2023-12-11","321394.54","GBP","Payment","M187","APP004"
"T1928","K378","2023-06-21","319113.94","EUR","Payment","M127","APP004"
"T1929","K452","2023-12-10","299819.02","SGD","Repayment","M15","APP010"
"T1930","K732","2023-12-15","442832.32","SGD","Interest","M172","APP003"
"T1931","K134","2024-04-08","69459.36","USD","Payment","M191","APP004"
"T1932","K894","2024-01-18","362769.1","SGD","Interest","M13","APP003"
"T1933","K165","2024-03-15","349940.88","JPY","Payment","M197","APP004"
"T1934","K797","2023-07-24","12344.8","JPY","Drawdown","M18","APP010"
"T1935","K994","2023-06-01","100021.19","SGD","Repayment","M23","APP010"
"T1936","K960","2023-04-14","477142.43","EUR","Drawdown","M184","APP010"
"T1937","K953","2023-05-14","102106.67","SGD","Payment","M120","APP004"
"T1938","K558","2024-12-21","40496.26","USD","Repayment","M43","APP010"
"T1939","K695","2023-03-20","40218.7","GBP","Payment","M98","APP004"
"T1940","K116","2023-06-20","375418.5","GBP","Drawdown","M34","APP010"
"T1941","K479","2024-01-21","273510.28","EUR","Interest","M32","APP003"
"T1942","K195","2023-06-19","224297.19","JPY","Drawdown","M79","APP010"
"T1943","K271","2024-04-05","25542.92","GBP","Drawdown","M13","APP010"
"T1944","K145","2024-11-02","198398.68","JPY","Payment","M25","APP004"
"T1945","K442","2023-08-02","143095.55","USD","Repayment","M116","APP010"
"T1946","K210","2024-06-13","125812.84","USD","Interest","M121","APP003"
"T1947","K548","2023-03-26","463914.29","SGD","Interest","M171","APP003"
"T1948","K526","2023-05-13","457670.09","USD","Payment","M42","APP004"
"T1949","K655","2023-03-13","439212.56","JPY","Repayment","M27","APP010"
"T1950","K644","2023-05-31","131288.08","SGD","Repayment","M147","APP010"
"T1951","K560","2023-09-22","367539.44","SGD","Interest","M60","APP003"
"T1952","K777","2023-11-27","433425.18","GBP","Repayment","M30","APP010"
"T1953","K869","2024-02-05","89431.09","EUR","Interest","M8","APP003"
"T1954","K347","2023-06-27","286640.26","SGD","Payment","M127","APP004"
"T1955","K805","2024-06-29","294717.18","SGD","Interest","M175","APP003"
"T1956","K950","2023-04-03","227333.29","USD","Interest","M128","APP003"
"T1957","K242","2024-11-30","203137.26","GBP","Payment","M94","APP004"
"T1958","K783","2023-01-02","188682.3","GBP","Payment","M169","APP004"
"T1959","K861","2023-05-13","91044.04","EUR","Drawdown","M173","APP010"
"T1960","K164","2023-03-08","496083.25","EUR","Payment","M199","APP004"
"T1961","K344","2024-02-23","494447.81","USD","Drawdown","M104","APP010"
"T1962","K584","2023-04-27","366512.33","JPY","Repayment","M19","APP010"
"T1963","K585","2023-04-18","164368.88","SGD","Interest","M194","APP003"
"T1964","K609","2023-01-31","279205.68","JPY","Drawdown","M61","APP010"
"T1965","K441","2024-04-29","304871.67","EUR","Payment","M41","APP004"
"T1966","K130","2024-11-23","459374.42","EUR","Payment","M155","APP004"
"T1967","K709","2024-07-20","115669.73","JPY","Interest","M185","APP003"
"T1968","K613","2024-07-10","346011.81","JPY","Drawdown","M166","APP010"
"T1969","K134","2023-08-20","441363.09","EUR","Payment","M166","APP004"
"T1970","K87","2023-08-09","174042.91","JPY","Interest","M193","APP003"
"T1971","K935","2023-01-28","347944.9","SGD","Payment","M92","APP004"
"T1972","K946","2023-05-20","118405.18","JPY","Interest","M115","APP003"
"T1973","K400","2024-01-06","98798.39","GBP","Payment","M158","APP004"
"T1974","K463","2023-08-02","190843.7","USD","Payment","M185","APP004"
"T1975","K643","2024-05-30","486705.33","SGD","Interest","M99","APP003"
"T1976","K555","2023-04-27","428654.86","JPY","Interest","M130","APP003"
"T1977","K510","2024-07-12","422910.13","GBP","Drawdown","M133","APP010"
"T1978","K591","2023-06-02","247459.67","USD","Drawdown","M175","APP010"
"T1979","K537","2023-01-01","199898.23","GBP","Repayment","M95","APP010"
"T1980","K54","2024-06-24","135394.28","USD","Drawdown","M194","APP010"
"T1981","K400","2023-10-23","364116.61","EUR","Interest","M146","APP003"
"T1982","K40","2023-01-24","336832.61","GBP","Drawdown","M139","APP010"
"T1983","K181","2024-08-27","373489.92","EUR","Drawdown","M65","APP010"
"T1984","K187","2024-12-26","262268.85","SGD","Interest","M51","APP003"
"T1985","K144","2023-10-02","413407.74","JPY","Drawdown","M48","APP010"
"T1986","K654","2023-07-11","317340.56","GBP","Drawdown","M101","APP010"
"T1987","K851","2024-11-03","111876.38","GBP","Payment","M88","APP004"
"T1988","K415","2023-05-08","131103.47","EUR","Repayment","M137","APP010"
"T1989","K780","2023-09-20","361488.0","SGD","Repayment","M88","APP010"
"T1990","K399","2023-05-11","484345.37","GBP","Interest","M151","APP003"
"T1991","K227","2024-11-05","347604.24","EUR","Drawdown","M27","APP010"
"T1992","K229","2024-10-30","495723.21","JPY","Payment","M144","APP004"
"T1993","K728","2023-10-31","185246.48","USD","Interest","M133","APP003"
"T1994","K270","2023-10-28","474838.96","JPY","Drawdown","M5","APP010"
"T1995","K625","2023-09-06","378237.96","EUR","Drawdown","M58","APP010"
"T1996","K8","2023-05-31","154003.05","JPY","Payment","M173","APP004"
"T1997","K916","2024-02-02","412339.96","USD","Payment","M124","APP004"
"T1998","K614","2024-01-12","83242.63","GBP","Drawdown","M149","APP010"
"T1999","K242","2023-07-29","396932.3","USD","Drawdown","M54","APP010"
"T2000","K404","2023-08-27","45015.42","EUR","Interest","M28","APP003"
"T2001","K335","2024-10-04","164555.31","USD","Repayment","M187","APP010"
"T2002","K178","2023-10-12","310070.38","GBP","Interest","M122","APP003"
"T2003","K746","2024-10-19","475360.74","USD","Repayment","M110","APP010"
"T2004","K459","2024-10-23","159342.8","USD","Drawdown","M39","APP010"
"T2005","K714","2024-11-02","322012.71","USD","Drawdown","M198","APP010"
"T2006","K812","2023-03-09","18560.9","EUR","Repayment","M117","APP010"
"T2007","K393","2024-04-23","265076.85","USD","Interest","M144","APP003"
"T2008","K62","2024-04-14","366518.39","GBP","Interest","M2","APP003"
"T2009","K279","2023-10-08","65758.17","JPY","Drawdown","M103","APP010"
"T2010","K167","2024-11-22","69288.03","EUR","Interest","M107","APP003"
"T2011","K60","2023-09-10","432153.18","JPY","Interest","M194","APP003"
"T2012","K461","2024-02-23","221658.54","EUR","Repayment","M36","APP010"
"T2013","K505","2024-07-02","169607.37","EUR","Drawdown","M139","APP010"
"T2014","K648","2023-09-21","366711.01","SGD","Drawdown","M82","APP010"
"T2015","K807","2024-07-07","420946.59","EUR","Repayment","M129","APP010"
"T2016","K132","2023-08-25","479044.55","USD","Payment","M178","APP004"
"T2017","K439","2023-09-16","13672.48","USD","Payment","M11","APP004"
"T2018","K160","2024-09-14","154113.79","GBP","Repayment","M19","APP010"
"T2019","K982","2023-07-03","66432.82","USD","Drawdown","M82","APP010"
"T2020","K71","2023-06-11","3779.28","EUR","Interest","M9","APP003"
"T2021","K535","2023-06-08","317075.51","SGD","Repayment","M175","APP010"
"T2022","K103","2023-08-09","152327.95","JPY","Interest","M99","APP003"
"T2023","K601","2024-04-26","497555.11","SGD","Repayment","M128","APP010"
"T2024","K987","2024-10-22","345489.97","GBP","Interest","M115","APP003"
"T2025","K921","2024-05-10","394625.0","EUR","Interest","M39","APP003"
"T2026","K765","2023-01-05","65738.54","JPY","Repayment","M95","APP010"
"T2027","K295","2023-06-12","474901.88","USD","Repayment","M45","APP010"
"T2028","K725","2024-02-27","404056.85","USD","Repayment","M49","APP010"
"T2029","K857","2023-02-18","64021.41","JPY","Repayment","M166","APP010"
"T2030","K8","2024-05-01","153129.85","USD","Payment","M97","APP004"
"T2031","K757","2023-01-07","442855.58","JPY","Repayment","M107","APP010"
"T2032","K269","2024-01-16","80915.25","JPY","Interest","M89","APP003"
"T2033","K25","2024-02-18","83364.51","SGD","Interest","M133","APP003"
"T2034","K724","2023-03-09","332913.5","GBP","Repayment","M90","APP010"
"T2035","K492","2023-12-27","161103.58","EUR","Drawdown","M124","APP010"
"T2036","K139","2023-10-22","78222.71","JPY","Payment","M84","APP004"
"T2037","K146","2024-04-25","46026.8","SGD","Interest","M169","APP003"
"T2038","K568","2023-07-07","365048.57","SGD","Payment","M141","APP004"
"T2039","K890","2023-05-22","359426.25","USD","Interest","M45","APP003"
"T2040","K65","2023-12-22","344053.94","GBP","Interest","M184","APP003"
"T2041","K746","2023-06-18","462971.69","JPY","Repayment","M8","APP010"
"T2042","K334","2023-05-22","87099.39","JPY","Repayment","M190","APP010"
"T2043","K422","2024-11-15","86425.1","USD","Interest","M84","APP003"
"T2044","K674","2024-10-25","293003.19","EUR","Repayment","M142","APP010"
"T2045","K564","2023-04-22","118990.91","GBP","Drawdown","M168","APP010"
"T2046","K373","2024-06-29","482111.6","JPY","Repayment","M82","APP010"
"T2047","K570","2024-12-30","154722.65","SGD","Payment","M126","APP004"
"T2048","K743","2024-05-15","232050.7","SGD","Repayment","M42","APP010"
"T2049","K828","2023-11-02","145631.55","USD","Drawdown","M67","APP010"
"T2050","K887","2023-07-17","289226.85","SGD","Payment","M47","APP004"
"T2051","K915","2023-12-14","302200.1","JPY","Interest","M1","APP003"
"T2052","K192","2024-03-19","87990.95","USD","Repayment","M15","APP010"
"T2053","K340","2023-07-11","333693.54","JPY","Interest","M195","APP003"
"T2054","K540","2024-12-08","249352.76","USD","Repayment","M126","APP010"
"T2055","K725","2024-11-26","408932.62","GBP","Repayment","M34","APP010"
"T2056","K153","2023-01-22","406348.06","USD","Repayment","M94","APP010"
"T2057","K407","2024-07-20","395502.29","USD","Repayment","M45","APP010"
"T2058","K39","2024-11-17","23188.34","JPY","Interest","M156","APP003"
"T2059","K831","2024-12-30","343321.26","SGD","Interest","M90","APP003"
"T2060","K701","2023-06-13","346966.49","EUR","Drawdown","M48","APP010"
"T2061","K243","2024-05-10","267959.79","USD","Payment","M52","APP004"
"T2062","K18","2023-08-05","489016.93","GBP","Interest","M166","APP003"
"T2063","K84","2024-09-24","286760.29","JPY","Drawdown","M29","APP010"
"T2064","K472","2023-02-21","174096.85","GBP","Repayment","M187","APP010"
"T2065","K585","2024-11-28","464340.14","USD","Payment","M200","APP004"
"T2066","K153","2024-05-14","289017.03","JPY","Drawdown","M170","APP010"
"T2067","K25","2023-03-13","152092.54","SGD","Drawdown","M168","APP010"
"T2068","K889","2024-07-24","256179.11","USD","Repayment","M2","APP010"
"T2069","K591","2023-11-19","496097.04","USD","Repayment","M176","APP010"
"T2070","K608","2024-01-24","47371.68","USD","Repayment","M102","APP010"
"T2071","K50","2024-05-06","76314.93","GBP","Payment","M54","APP004"
"T2072","K162","2023-04-02","433498.71","SGD","Interest","M120","APP003"
"T2073","K771","2024-05-27","70677.89","USD","Payment","M30","APP004"
"T2074","K116","2023-10-25","201945.45","GBP","Repayment","M11","APP010"
"T2075","K124","2024-04-24","361113.67","SGD","Repayment","M186","APP010"
"T2076","K352","2024-05-28","371547.25","JPY","Interest","M64","APP003"
"T2077","K203","2024-12-19","311864.03","GBP","Payment","M76","APP004"
"T2078","K586","2023-05-30","216292.83","EUR","Repayment","M138","APP010"
"T2079","K14","2024-05-27","90240.01","EUR","Payment","M39","APP004"
"T2080","K783","2024-09-01","141740.45","USD","Payment","M73","APP004"
"T2081","K24","2024-09-05","279634.92","SGD","Repayment","M87","APP010"
"T2082","K881","2023-01-07","288638.35","EUR","Repayment","M39","APP010"
"T2083","K611","2023-08-11","188412.89","USD","Repayment","M180","APP010"
"T2084","K868","2023-10-12","497288.98","EUR","Interest","M17","APP003"
"T2085","K830","2024-07-30","368255.64","USD","Repayment","M184","APP010"
"T2086","K683","2024-03-17","298505.17","GBP","Interest","M5","APP003"
"T2087","K795","2023-03-17","115202.76","SGD","Payment","M37","APP004"
"T2088","K283","2023-05-29","212507.2","EUR","Drawdown","M139","APP010"
"T2089","K376","2023-10-28","154165.63","GBP","Repayment","M7","APP010"
"T2090","K266","2023-02-28","444163.05","GBP","Payment","M37","APP004"
"T2091","K494","2024-12-23","27853.88","USD","Drawdown","M158","APP010"
"T2092","K166","2024-01-08","116172.59","SGD","Drawdown","M16","APP010"
"T2093","K171","2024-04-10","310092.96","SGD","Payment","M111","APP004"
"T2094","K437","2024-10-31","295815.52","SGD","Repayment","M34","APP010"
"T2095","K130","2024-10-29","141417.99","USD","Drawdown","M82","APP010"
"T2096","K268","2024-11-02","80140.62","USD","Repayment","M180","APP010"
"T2097","K728","2024-11-03","143442.44","GBP","Payment","M32","APP004"
"T2098","K18","2024-04-23","182230.2","SGD","Interest","M145","APP003"
"T2099","K937","2024-08-19","320279.5","EUR","Interest","M79","APP003"
"T2100","K638","2023-02-20","186073.11","JPY","Drawdown","M96","APP010"
"T2101","K292","2023-11-27","421909.15","GBP","Drawdown","M123","APP010"
"T2102","K862","2023-03-24","69292.72","EUR","Interest","M112","APP003"
"T2103","K3","2023-03-27","23017.68","USD","Payment","M132","APP004"
"T2104","K126","2023-01-31","104402.51","SGD","Repayment","M26","APP010"
"T2105","K461","2023-11-06","138808.83","USD","Interest","M42","APP003"
"T2106","K434","2024-02-06","22269.1","USD","Payment","M187","APP004"
"T2107","K687","2023-10-12","224432.84","GBP","Payment","M185","APP004"
"T2108","K111","2023-09-24","352447.58","SGD","Payment","M51","APP004"
"T2109","K521","2023-02-02","204884.83","USD","Repayment","M14","APP010"
"T2110","K474","2024-07-07","115365.31","USD","Payment","M74","APP004"
"T2111","K370","2024-02-17","476989.87","SGD","Drawdown","M52","APP010"
"T2112","K821","2023-11-08","88315.33","GBP","Payment","M5","APP004"
"T2113","K579","2023-12-04","91681.21","JPY","Drawdown","M115","APP010"
"T2114","K437","2024-06-30","215312.97","EUR","Interest","M8","APP003"
"T2115","K210","2023-04-04","281067.67","EUR","Repayment","M172","APP010"
"T2116","K823","2024-11-08","388725.41","JPY","Interest","M41","APP003"
"T2117","K843","2024-09-21","459808.65","SGD","Drawdown","M112","APP010"
"T2118","K911","2023-11-02","218967.62","GBP","Payment","M91","APP004"
"T2119","K600","2023-02-19","262783.34","GBP","Interest","M5","APP003"
"T2120","K33","2023-02-14","489931.59","SGD","Interest","M109","APP003"
"T2121","K103","2023-08-30","482575.39","JPY","Payment","M194","APP004"
"T2122","K70","2024-09-09","59123.29","SGD","Interest","M171","APP003"
"T2123","K479","2023-04-07","457050.77","USD","Payment","M192","APP004"
"T2124","K671","2023-07-24","293196.74","JPY","Payment","M184","APP004"
"T2125","K577","2024-08-11","350267.01","EUR","Payment","M81","APP004"
"T2126","K256","2024-06-02","498745.02","USD","Drawdown","M45","APP010"
"T2127","K44","2023-07-18","305668.64","JPY","Payment","M151","APP004"
"T2128","K305","2024-05-17","415235.35","SGD","Interest","M156","APP003"
"T2129","K542","2024-01-18","319801.92","USD","Repayment","M119","APP010"
"T2130","K605","2023-12-07","342892.7","SGD","Interest","M155","APP003"
"T2131","K570","2024-08-05","147015.39","SGD","Interest","M26","APP003"
"T2132","K153","2023-06-17","242992.76","USD","Interest","M123","APP003"
"T2133","K585","2023-07-26","124872.66","GBP","Drawdown","M112","APP010"
"T2134","K188","2023-06-13","368747.01","JPY","Drawdown","M150","APP010"
"T2135","K583","2024-12-09","57855.28","JPY","Interest","M4","APP003"
"T2136","K69","2024-07-06","411450.44","EUR","Repayment","M111","APP010"
"T2137","K869","2024-05-27","70643.73","GBP","Interest","M14","APP003"
"T2138","K528","2023-12-24","410087.05","JPY","Repayment","M28","APP010"
"T2139","K92","2023-11-16","28406.31","GBP","Payment","M162","APP004"
"T2140","K823","2024-05-27","314257.26","USD","Payment","M61","APP004"
"T2141","K379","2024-06-15","351206.68","JPY","Interest","M38","APP003"
"T2142","K919","2023-03-28","42666.9","SGD","Payment","M188","APP004"
"T2143","K857","2024-02-22","252321.11","JPY","Drawdown","M170","APP010"
"T2144","K521","2023-01-24","407844.11","USD","Interest","M67","APP003"
"T2145","K312","2024-02-20","69982.08","USD","Interest","M92","APP003"
"T2146","K535","2024-02-03","368985.34","GBP","Interest","M130","APP003"
"T2147","K383","2023-12-06","466320.98","JPY","Repayment","M16","APP010"
"T2148","K832","2023-01-20","130490.84","USD","Interest","M122","APP003"
"T2149","K328","2024-01-03","333625.43","GBP","Repayment","M98","APP010"
"T2150","K577","2023-03-08","150478.28","SGD","Payment","M196","APP004"
"T2151","K664","2024-06-02","42932.23","GBP","Interest","M173","APP003"
"T2152","K837","2024-04-03","135937.64","GBP","Interest","M144","APP003"
"T2153","K926","2024-01-28","76068.07","SGD","Interest","M171","APP003"
"T2154","K651","2023-02-08","134300.1","JPY","Drawdown","M59","APP010"
"T2155","K731","2023-04-02","130067.07","USD","Interest","M29","APP003"
"T2156","K364","2023-11-28","22966.58","JPY","Repayment","M46","APP010"
"T2157","K500","2023-08-09","337422.04","JPY","Repayment","M86","APP010"
"T2158","K741","2023-10-21","177667.25","SGD","Interest","M47","APP003"
"T2159","K300","2024-05-12","23538.62","JPY","Interest","M180","APP003"
"T2160","K656","2023-08-08","417708.22","SGD","Interest","M140","APP003"
"T2161","K255","2024-07-13","133150.85","JPY","Interest","M7","APP003"
"T2162","K273","2023-12-18","256338.61","GBP","Payment","M114","APP004"
"T2163","K12","2023-04-29","280855.74","USD","Interest","M37","APP003"
"T2164","K164","2024-12-26","178430.11","GBP","Interest","M71","APP003"
"T2165","K556","2024-02-29","63403.79","JPY","Repayment","M69","APP010"
"T2166","K548","2023-11-07","266819.02","JPY","Repayment","M158","APP010"
"T2167","K43","2024-11-14","218518.21","EUR","Interest","M123","APP003"
"T2168","K155","2024-08-07","264077.44","JPY","Payment","M109","APP004"
"T2169","K23","2024-04-29","416677.29","USD","Drawdown","M19","APP010"
"T2170","K220","2024-10-06","57360.15","GBP","Drawdown","M170","APP010"
"T2171","K774","2024-04-10","320408.41","GBP","Repayment","M183","APP010"
"T2172","K418","2023-03-25","117091.8","SGD","Interest","M1","APP003"
"T2173","K350","2023-05-25","490525.3","USD","Drawdown","M83","APP010"
"T2174","K570","2024-02-01","48103.38","EUR","Payment","M43","APP004"
"T2175","K369","2024-12-05","478117.98","EUR","Interest","M38","APP003"
"T2176","K269","2023-04-07","308523.53","SGD","Drawdown","M167","APP010"
"T2177","K33","2024-11-09","97431.06","EUR","Drawdown","M8","APP010"
"T2178","K807","2024-03-16","208779.04","USD","Interest","M194","APP003"
"T2179","K759","2024-01-12","448391.28","USD","Repayment","M180","APP010"
"T2180","K265","2024-04-06","269581.83","JPY","Payment","M140","APP004"
"T2181","K555","2024-12-05","365013.4","SGD","Interest","M142","APP003"
"T2182","K149","2023-03-17","136477.8","SGD","Drawdown","M106","APP010"
"T2183","K530","2024-10-20","497642.93","GBP","Drawdown","M160","APP010"
"T2184","K190","2024-12-14","197865.3","SGD","Drawdown","M140","APP010"
"T2185","K433","2024-04-23","331920.81","JPY","Repayment","M179","APP010"
"T2186","K999","2024-03-27","198517.96","JPY","Interest","M80","APP003"
"T2187","K953","2024-01-29","191200.05","EUR","Payment","M84","APP004"
"T2188","K349","2024-04-01","131348.22","EUR","Payment","M29","APP004"
"T2189","K128","2024-04-21","68249.08","JPY","Repayment","M15","APP010"
"T2190","K866","2024-06-17","390741.95","EUR","Repayment","M179","APP010"
"T2191","K952","2023-10-24","444687.76","USD","Drawdown","M30","APP010"
"T2192","K73","2024-01-04","40224.56","USD","Repayment","M153","APP010"
"T2193","K551","2024-08-07","385874.9","SGD","Repayment","M108","APP010"
"T2194","K322","2023-07-13","205984.01","GBP","Payment","M132","APP004"
"T2195","K594","2023-07-21","164499.27","JPY","Payment","M98","APP004"
"T2196","K498","2023-01-06","25526.71","JPY","Drawdown","M35","APP010"
"T2197","K306","2024-02-16","485666.1","EUR","Repayment","M13","APP010"
"T2198","K301","2024-12-15","188791.42","SGD","Drawdown","M190","APP010"
"T2199","K883","2024-03-08","307081.84","SGD","Interest","M106","APP003"
"T2200","K52","2023-09-11","394799.78","EUR","Repayment","M4","APP010"
"T2201","K840","2024-09-06","465765.06","EUR","Interest","M94","APP003"
"T2202","K502","2024-08-10","222104.93","JPY","Payment","M147","APP004"
"T2203","K462","2024-08-30","476542.67","EUR","Repayment","M50","APP010"
"T2204","K801","2024-01-29","402827.05","USD","Interest","M34","APP003"
"T2205","K249","2024-10-27","391333.05","EUR","Interest","M98","APP003"
"T2206","K803","2023-04-12","427289.82","GBP","Interest","M87","APP003"
"T2207","K718","2023-08-13","28042.01","SGD","Drawdown","M155","APP010"
"T2208","K623","2023-09-27","115222.16","USD","Payment","M178","APP004"
"T2209","K955","2024-06-08","213322.32","GBP","Payment","M45","APP004"
"T2210","K156","2023-08-17","91340.93","SGD","Interest","M123","APP003"
"T2211","K711","2024-05-25","237500.27","SGD","Repayment","M196","APP010"
"T2212","K324","2024-04-21","34598.8","USD","Payment","M21","APP004"
"T2213","K182","2023-08-07","354861.34","USD","Payment","M96","APP004"
"T2214","K933","2024-10-23","252176.89","EUR","Interest","M16","APP003"
"T2215","K7","2024-08-13","452314.19","JPY","Payment","M28","APP004"
"T2216","K486","2024-04-02","258618.92","SGD","Interest","M183","APP003"
"T2217","K507","2024-03-10","64798.22","USD","Repayment","M148","APP010"
"T2218","K610","2024-11-16","470942.52","SGD","Payment","M70","APP004"
"T2219","K457","2023-04-15","497113.8","SGD","Drawdown","M43","APP010"
"T2220","K654","2024-09-22","213069.1","GBP","Payment","M43","APP004"
"T2221","K55","2023-06-08","264852.18","GBP","Interest","M88","APP003"
"T2222","K234","2023-12-01","173513.9","JPY","Interest","M193","APP003"
"T2223","K546","2023-02-07","231140.93","EUR","Repayment","M95","APP010"
"T2224","K272","2024-02-04","88239.39","GBP","Payment","M172","APP004"
"T2225","K571","2024-06-23","375838.1","JPY","Drawdown","M65","APP010"
"T2226","K371","2024-09-10","376458.31","EUR","Payment","M9","APP004"
"T2227","K693","2023-11-30","127977.88","EUR","Drawdown","M167","APP010"
"T2228","K479","2023-09-20","370143.99","GBP","Payment","M29","APP004"
"T2229","K144","2023-05-31","77927.75","SGD","Drawdown","M198","APP010"
"T2230","K551","2024-04-22","382909.64","SGD","Payment","M116","APP004"
"T2231","K449","2024-11-30","387003.27","GBP","Repayment","M171","APP010"
"T2232","K301","2024-05-16","321116.32","GBP","Interest","M44","APP003"
"T2233","K32","2023-05-29","433937.31","JPY","Interest","M176","APP003"
"T2234","K174","2024-09-28","37315.21","SGD","Drawdown","M183","APP010"
"T2235","K13","2024-05-23","271908.09","USD","Interest","M64","APP003"
"T2236","K847","2023-02-02","128210.03","GBP","Payment","M99","APP004"
"T2237","K624","2024-09-07","489451.57","EUR","Repayment","M69","APP010"
"T2238","K640","2024-11-25","115489.19","GBP","Drawdown","M4","APP010"
"T2239","K37","2024-10-28","460495.44","USD","Payment","M184","APP004"
"T2240","K894","2023-11-04","220830.25","JPY","Drawdown","M132","APP010"
"T2241","K927","2023-02-22","421437.52","EUR","Repayment","M72","APP010"
"T2242","K261","2023-07-17","458478.09","EUR","Drawdown","M68","APP010"
"T2243","K438","2023-02-11","413100.07","GBP","Drawdown","M177","APP010"
"T2244","K68","2024-01-05","301780.94","GBP","Interest","M181","APP003"
"T2245","K804","2024-03-05","54469.41","EUR","Repayment","M165","APP010"
"T2246","K611","2023-04-06","74394.7","SGD","Drawdown","M138","APP010"
"T2247","K753","2023-10-27","402148.65","JPY","Interest","M151","APP003"
"T2248","K541","2024-02-04","388429.2","JPY","Payment","M79","APP004"
"T2249","K323","2024-01-09","289808.81","GBP","Interest","M27","APP003"
